cultivo,anio,mes,grupo,superficie_sembrada_ha,superficie_cosechada_ha,produccion_t,rendimiento_kg_ha,precio_chacra_soles_kg,precipitacion_mm,temp_max_c,temp_min_c
cebolla china,2023,3,A,2.0,1.0,6.5,6500.0,1.2,0.0423774813895781,33.01318304507825,17.14057441741253
cebolla china,2023,4,A,2.0,2.0,12.0,6000.0,1.2,0.00244555424990205,31.55768280174722,14.813744153904292
cebolla china,2023,5,A,2.0,2.0,12.0,6000.0,1.2,0.0022125351157609,28.782242610184774,11.549609665921906
cebolla china,2023,6,A,0.0,2.0,12.3,6150.0,1.1,0.0046049840933191505,25.625561616376636,9.91502079657103
cebolla china,2023,7,A,0.0,2.0,12.41,6205.0,1.1,0.0059933842761166495,24.576227965695217,9.570422931188329
cebolla china,2023,10,A,0.0,4.0,25.45,6362.5,1.2,0.0010604647354310998,28.768127396279702,11.397505622455661
cebolla china,2023,11,A,2.0,2.0,12.81,6405.0,1.1,0.00226729921410765,29.699171256039094,12.761856445020438
cebolla china,2023,12,A,1.0,1.0,6.38,6380.0,1.1,0.008152268678215351,30.936590266283257,14.912426984240518
chirimoya,2020,4,B,,,21.5,,2.211627906976744,0.00244555424990205,31.55768280174722,14.813744153904292
chirimoya,2020,5,B,,,57.419,,2.442527734721956,0.0022125351157609,28.782242610184774,11.549609665921906
chirimoya,2020,6,B,,,67.45,,2.5524091919940695,0.0046049840933191505,25.625561616376636,9.91502079657103
chirimoya,2020,7,B,,,18.0,,2.2,0.0059933842761166495,24.576227965695217,9.570422931188329
chirimoya,2021,3,B,,,3.0,,3.0,0.0423774813895781,33.01318304507825,17.14057441741253
chirimoya,2021,4,B,,,35.199999999999996,,2.75028409090909,0.00244555424990205,31.55768280174722,14.813744153904292
chirimoya,2021,5,B,,,61.959,,2.7220452234542196,0.0022125351157609,28.782242610184774,11.549609665921906
chirimoya,2021,6,B,,,61.4,,2.6355048859934853,0.0046049840933191505,25.625561616376636,9.91502079657103
chirimoya,2021,7,B,,,15.0,,2.8,0.0059933842761166495,24.576227965695217,9.570422931188329
chirimoya,2022,4,B,,,51.65,,1.9835430784123906,0.00244555424990205,31.55768280174722,14.813744153904292
chirimoya,2022,5,B,,,52.61,,2.689792815054172,0.0022125351157609,28.782242610184774,11.549609665921906
chirimoya,2022,6,B,,,73.16999999999999,,2.8282082820828207,0.0046049840933191505,25.625561616376636,9.91502079657103
chirimoya,2022,7,B,,,13.5,,2.5,0.0059933842761166495,24.576227965695217,9.570422931188329
chirimoya,2023,3,B,,,10.0,,2.0,0.0423774813895781,33.01318304507825,17.14057441741253
chirimoya,2023,4,B,,,33.06,,2.5021173623714454,0.00244555424990205,31.55768280174722,14.813744153904292
chirimoya,2023,5,B,,,54.779999999999994,,2.6952354874041617,0.0022125351157609,28.782242610184774,11.549609665921906
chirimoya,2023,6,B,,,73.69,,2.6746912742570226,0.0046049840933191505,25.625561616376636,9.91502079657103
chirimoya,2023,7,B,,,13.5,,2.2,0.0059933842761166495,24.576227965695217,9.570422931188329
ciruela,2020,2,B,,,21.0,,1.0,0.06510014539852604,32.8914658459493,17.667667703696974
ciruela,2020,3,B,,,418.38000000000005,,1.0308332138247525,0.0423774813895781,33.01318304507825,17.14057441741253
ciruela,2020,4,B,,,501.43,,0.9874538818977724,0.00244555424990205,31.55768280174722,14.813744153904292
ciruela,2020,5,B,,,494.45,,0.9980179997977552,0.0022125351157609,28.782242610184774,11.549609665921906
ciruela,2021,2,B,,,12.0,,1.0,0.06510014539852604,32.8914658459493,17.667667703696974
ciruela,2021,3,B,,,411.169,,1.0080623782434959,0.0423774813895781,33.01318304507825,17.14057441741253
ciruela,2021,4,B,,,505.49999999999994,,0.9563006923837784,0.00244555424990205,31.55768280174722,14.813744153904292
ciruela,2021,5,B,,,503.82,,0.9947600333452423,0.0022125351157609,28.782242610184774,11.549609665921906
ciruela,2022,2,B,,,31.2,,1.0,0.06510014539852604,32.8914658459493,17.667667703696974
ciruela,2022,3,B,,,220.45,,1.382308913585847,0.0423774813895781,33.01318304507825,17.14057441741253
ciruela,2022,4,B,,,637.78,,0.9737997428580387,0.00244555424990205,31.55768280174722,14.813744153904292
ciruela,2022,5,B,,,413.29999999999995,,0.8380595209291074,0.0022125351157609,28.782242610184774,11.549609665921906
ciruela,2023,2,B,,,8.1,,1.2,0.06510014539852604,32.8914658459493,17.667667703696974
ciruela,2023,3,B,,,331.92999999999995,,1.4188413219654747,0.0423774813895781,33.01318304507825,17.14057441741253
ciruela,2023,4,B,,,406.63000000000005,,1.213820918279517,0.00244555424990205,31.55768280174722,14.813744153904292
ciruela,2023,5,B,,,405.92,,0.9250960780449349,0.0022125351157609,28.782242610184774,11.549609665921906
datil,2020,3,B,,,21.0,,3.5,0.0423774813895781,33.01318304507825,17.14057441741253
datil,2020,4,B,,,174.2,,2.2321469575200923,0.00244555424990205,31.55768280174722,14.813744153904292
datil,2020,5,B,,,74.2,,2.6010781671159027,0.0022125351157609,28.782242610184774,11.549609665921906
datil,2020,6,B,,,107.35,,2.773544480670703,0.0046049840933191505,25.625561616376636,9.91502079657103
datil,2020,7,B,,,19.92,,2.2743975903614455,0.0059933842761166495,24.576227965695217,9.570422931188329
datil,2021,3,B,,,25.4,,2.9999999999999996,0.0423774813895781,33.01318304507825,17.14057441741253
datil,2021,4,B,,,181.4,,2.3868246968026456,0.00244555424990205,31.55768280174722,14.813744153904292
datil,2021,5,B,,,58.5,,2.671794871794872,0.0022125351157609,28.782242610184774,11.549609665921906
datil,2021,6,B,,,104.2,,2.634596928982725,0.0046049840933191505,25.625561616376636,9.91502079657103
datil,2021,7,B,,,20.1,,2.2208955223880595,0.0059933842761166495,24.576227965695217,9.570422931188329
datil,2022,4,B,,,85.65,,2.025102159953298,0.00244555424990205,31.55768280174722,14.813744153904292
datil,2022,5,B,,,285.1,,2.6567870922483334,0.0022125351157609,28.782242610184774,11.549609665921906
datil,2022,6,B,,,74.16,,2.5132551240560947,0.0046049840933191505,25.625561616376636,9.91502079657103
datil,2022,7,B,,,36.1,,2.5,0.0059933842761166495,24.576227965695217,9.570422931188329
datil,2023,4,B,,,170.2,,2.9888366627497067,0.00244555424990205,31.55768280174722,14.813744153904292
datil,2023,5,B,,,254.0,,2.774803149606299,0.0022125351157609,28.782242610184774,11.549609665921906
datil,2023,6,B,,,68.66,,2.4893970288377516,0.0046049840933191505,25.625561616376636,9.91502079657103
datil,2023,7,B,,,33.45,,2.8,0.0059933842761166495,24.576227965695217,9.570422931188329
esparrago,2020,1,B,,,14799.6,,3.161370780291359,0.0672821744716048,31.97127306004451,16.892591757252685
esparrago,2020,2,B,,,15070.67,,2.733029055775224,0.06510014539852604,32.8914658459493,17.667667703696974
esparrago,2020,3,B,,,14653.399999999998,,2.5407593459538393,0.0423774813895781,33.01318304507825,17.14057441741253
esparrago,2020,4,B,,,14738.570000000002,,2.6702671086815064,0.00244555424990205,31.55768280174722,14.813744153904292
esparrago,2020,5,B,,,14070.719000000001,,2.3690085716302054,0.0022125351157609,28.782242610184774,11.549609665921906
esparrago,2020,6,B,,,15561.5,,3.22045985284195,0.0046049840933191505,25.625561616376636,9.91502079657103
esparrago,2020,7,B,,,14856.82,,4.0900342065125646,0.0059933842761166495,24.576227965695217,9.570422931188329
esparrago,2020,8,B,,,12661.4,,4.126183676370702,0.0028811690102011995,25.53867602564971,9.637504522840342
esparrago,2020,9,B,,,20162.85,,3.5765293844868165,0.0054668615984405,27.214289666811922,10.348455904937417
esparrago,2020,10,B,,,20225.6,,3.8281835891147846,0.0010604647354310998,28.768127396279702,11.397505622455661
esparrago,2020,11,B,,,17795.4,,3.831778830484282,0.00226729921410765,29.699171256039094,12.761856445020438
esparrago,2020,12,B,,,15870.5,,3.5339591695283707,0.008152268678215351,30.936590266283257,14.912426984240518
esparrago,2021,1,B,,,12668.000000000002,,3.702488948531734,0.0672821744716048,31.97127306004451,16.892591757252685
esparrago,2021,2,B,,,13962.3,,3.064248297200318,0.06510014539852604,32.8914658459493,17.667667703696974
esparrago,2021,3,B,,,13751.699999999999,,3.7856433022826264,0.0423774813895781,33.01318304507825,17.14057441741253
esparrago,2021,4,B,,,11245.169999999998,,3.2641429609334494,0.00244555424990205,31.55768280174722,14.813744153904292
esparrago,2021,5,B,,,11990.5,,3.6069776072724244,0.0022125351157609,28.782242610184774,11.549609665921906
esparrago,2021,6,B,,,8913.8,,4.05114092755054,0.0046049840933191505,25.625561616376636,9.91502079657103
esparrago,2021,7,B,,,16347.999999999998,,4.50912772204551,0.0059933842761166495,24.576227965695217,9.570422931188329
esparrago,2021,8,B,,,19594.9,,3.697070156009982,0.0028811690102011995,25.53867602564971,9.637504522840342
esparrago,2021,9,B,,,25370.949999999997,,4.832828786466411,0.0054668615984405,27.214289666811922,10.348455904937417
esparrago,2021,10,B,,,21838.23,,5.059781488701236,0.0010604647354310998,28.768127396279702,11.397505622455661
esparrago,2021,11,B,,,14527.11,,3.221993817077175,0.00226729921410765,29.699171256039094,12.761856445020438
esparrago,2021,12,B,,,9315.400000000001,,4.83397384975417,0.008152268678215351,30.936590266283257,14.912426984240518
esparrago,2022,1,B,,,10974.8,,2.9776123482888073,0.0672821744716048,31.97127306004451,16.892591757252685
esparrago,2022,2,B,,,11699.61,,3.3443499398697907,0.06510014539852604,32.8914658459493,17.667667703696974
esparrago,2022,3,B,,,19136.6,,4.255641702287762,0.0423774813895781,33.01318304507825,17.14057441741253
esparrago,2022,4,B,,,8792.3,,3.644476985544169,0.00244555424990205,31.55768280174722,14.813744153904292
esparrago,2022,5,B,,,7727.15,,2.9613385918482242,0.0022125351157609,28.782242610184774,11.549609665921906
esparrago,2022,6,B,,,6924.45,,4.772898786185184,0.0046049840933191505,25.625561616376636,9.91502079657103
esparrago,2022,7,B,,,13251.9,,4.660727895622514,0.0059933842761166495,24.576227965695217,9.570422931188329
esparrago,2022,8,B,,,21805.5,,4.514582926325927,0.0028811690102011995,25.53867602564971,9.637504522840342
esparrago,2022,9,B,,,29466.0,,2.898134392180819,0.0054668615984405,27.214289666811922,10.348455904937417
esparrago,2022,10,B,,,25390.600000000002,,4.547602144100574,0.0010604647354310998,28.768127396279702,11.397505622455661
esparrago,2022,11,B,,,17996.98,,2.869965427532842,0.00226729921410765,29.699171256039094,12.761856445020438
esparrago,2022,12,B,,,10897.79,,3.2065963557748867,0.008152268678215351,30.936590266283257,14.912426984240518
esparrago,2023,1,B,,,11573.0,,3.5066387280739653,0.0672821744716048,31.97127306004451,16.892591757252685
esparrago,2023,2,B,,,13671.7,,3.498124373706269,0.06510014539852604,32.8914658459493,17.667667703696974
esparrago,2023,3,B,,,13252.3,,3.370405212680063,0.0423774813895781,33.01318304507825,17.14057441741253
esparrago,2023,4,B,,,9779.3,,3.3794344175963515,0.00244555424990205,31.55768280174722,14.813744153904292
esparrago,2023,5,B,,,8795.15,,3.1704368316629057,0.0022125351157609,28.782242610184774,11.549609665921906
esparrago,2023,6,B,,,7449.23,,3.0155604136266434,0.0046049840933191505,25.625561616376636,9.91502079657103
esparrago,2023,7,B,,,10184.8,,4.514633571596889,0.0059933842761166495,24.576227965695217,9.570422931188329
esparrago,2023,8,B,,,15193.600000000002,,5.338980557603203,0.0028811690102011995,25.53867602564971,9.637504522840342
esparrago,2023,9,B,,,31127.98,,6.31100473593211,0.0054668615984405,27.214289666811922,10.348455904937417
esparrago,2023,10,B,,,25550.9,,5.900267700942043,0.0010604647354310998,28.768127396279702,11.397505622455661
esparrago,2023,11,B,,,15176.900000000001,,5.438677200218755,0.00226729921410765,29.699171256039094,12.761856445020438
esparrago,2023,12,B,,,9173.100000000002,,5.105203802422301,0.008152268678215351,30.936590266283257,14.912426984240518
espinaca,2020,1,A,2.5,2.5,13.2,5279.999999999999,0.9,0.0672821744716048,31.97127306004451,16.892591757252685
espinaca,2020,2,A,2.5,2.5,13.25,5300.0,0.9,0.06510014539852604,32.8914658459493,17.667667703696974
espinaca,2020,3,A,2.5,2.5,13.05,5220.000000000001,0.9200000000000002,0.0423774813895781,33.01318304507825,17.14057441741253
espinaca,2020,4,A,3.5,2.5,13.3,5320.0,0.9,0.00244555424990205,31.55768280174722,14.813744153904292
espinaca,2020,5,A,3.5,2.5,13.1,5240.0,0.8999999999999999,0.0022125351157609,28.782242610184774,11.549609665921906
espinaca,2020,6,A,3.5,3.5,19.2,5485.714285714285,0.9200000000000002,0.0046049840933191505,25.625561616376636,9.91502079657103
espinaca,2020,7,A,3.5,3.5,18.85,5385.714285714286,0.92,0.0059933842761166495,24.576227965695217,9.570422931188329
espinaca,2020,8,A,2.5,3.5,18.8,5371.428571428572,0.9,0.0028811690102011995,25.53867602564971,9.637504522840342
espinaca,2020,9,A,2.5,3.5,18.5,5285.714285714285,0.9000000000000001,0.0054668615984405,27.214289666811922,10.348455904937417
espinaca,2020,10,A,2.5,3.5,18.34,5240.0,0.92,0.0010604647354310998,28.768127396279702,11.397505622455661
espinaca,2020,11,A,2.5,3.5,18.84,5382.857142857142,0.9199999999999999,0.00226729921410765,29.699171256039094,12.761856445020438
espinaca,2020,12,A,2.5,3.5,18.56,5302.857142857142,0.92,0.008152268678215351,30.936590266283257,14.912426984240518
espinaca,2021,1,A,3.5,3.5,18.52,5291.428571428571,0.92,0.0672821744716048,31.97127306004451,16.892591757252685
espinaca,2021,2,A,3.5,3.5,18.6,5314.285714285715,0.92,0.06510014539852604,32.8914658459493,17.667667703696974
espinaca,2021,3,A,3.5,3.5,18.7,5342.857142857142,0.92,0.0423774813895781,33.01318304507825,17.14057441741253
espinaca,2021,4,A,3.5,3.5,18.6,5314.285714285715,0.93,0.00244555424990205,31.55768280174722,14.813744153904292
espinaca,2021,5,A,3.5,3.5,18.9,5399.999999999999,0.9099999999999999,0.0022125351157609,28.782242610184774,11.549609665921906
espinaca,2021,6,A,3.5,3.5,18.8,5371.428571428572,0.91,0.0046049840933191505,25.625561616376636,9.91502079657103
espinaca,2021,7,A,4.5,3.5,17.9,5114.285714285714,0.9099999999999999,0.0059933842761166495,24.576227965695217,9.570422931188329
espinaca,2021,8,A,3.5,3.5,16.8,4800.0,0.91,0.0028811690102011995,25.53867602564971,9.637504522840342
espinaca,2021,9,A,3.5,4.5,17.9,3977.7777777777774,0.92,0.0054668615984405,27.214289666811922,10.348455904937417
espinaca,2021,10,A,3.5,4.5,24.6,5466.666666666667,0.91,0.0010604647354310998,28.768127396279702,11.397505622455661
espinaca,2021,11,A,3.5,4.5,23.1,5133.333333333334,0.92,0.00226729921410765,29.699171256039094,12.761856445020438
espinaca,2021,12,A,3.5,4.5,19.64,4364.444444444444,0.9400000000000001,0.008152268678215351,30.936590266283257,14.912426984240518
espinaca,2022,1,A,0.0,3.0,16.9,5633.333333333333,0.93,0.0672821744716048,31.97127306004451,16.892591757252685
espinaca,2022,3,A,3.0,2.0,12.0,6000.0,1.2,0.0423774813895781,33.01318304507825,17.14057441741253
espinaca,2022,4,A,3.0,3.5,23.2,6628.571428571428,1.2,0.00244555424990205,31.55768280174722,14.813744153904292
espinaca,2022,5,A,3.0,3.0,23.2,7733.333333333333,1.2,0.0022125351157609,28.782242610184774,11.549609665921906
espinaca,2022,6,A,3.0,3.5,23.2,6628.571428571428,1.2,0.0046049840933191505,25.625561616376636,9.91502079657103
espinaca,2022,8,A,4.5,3.0,23.0,7666.666666666667,1.2,0.0028811690102011995,25.53867602564971,9.637504522840342
espinaca,2022,9,A,4.5,3.0,23.0,7666.666666666667,1.2,0.0054668615984405,27.214289666811922,10.348455904937417
espinaca,2022,12,A,0.0,3.5,23.0,6571.428571428572,1.2,0.008152268678215351,30.936590266283257,14.912426984240518
espinaca,2023,1,A,0.0,1.5,9.92,6613.333333333333,1.1,0.0672821744716048,31.97127306004451,16.892591757252685
espinaca,2023,2,A,5.0,2.0,13.0,6500.0,1.1,0.06510014539852604,32.8914658459493,17.667667703696974
espinaca,2023,3,A,5.0,4.0,26.72,6680.0,1.0,0.0423774813895781,33.01318304507825,17.14057441741253
espinaca,2023,4,A,4.0,5.0,31.5,6300.0,1.0,0.00244555424990205,31.55768280174722,14.813744153904292
espinaca,2023,5,A,4.0,5.0,31.5,6300.0,1.0,0.0022125351157609,28.782242610184774,11.549609665921906
espinaca,2023,6,A,4.0,4.0,26.0,6500.0,1.1,0.0046049840933191505,25.625561616376636,9.91502079657103
espinaca,2023,7,A,4.0,4.0,26.0,6500.0,1.1,0.0059933842761166495,24.576227965695217,9.570422931188329
espinaca,2023,8,A,3.0,4.0,26.0,6500.0,1.1,0.0028811690102011995,25.53867602564971,9.637504522840342
espinaca,2023,9,A,3.0,4.0,26.0,6500.0,1.2,0.0054668615984405,27.214289666811922,10.348455904937417
espinaca,2023,10,A,0.0,6.0,40.35,6725.000000000001,1.2,0.0010604647354310998,28.768127396279702,11.397505622455661
espinaca,2023,11,A,3.0,4.0,26.8,6700.0,1.1999999999999997,0.00226729921410765,29.699171256039094,12.761856445020438
espinaca,2023,12,A,5.0,5.0,34.63,6926.0,1.2,0.008152268678215351,30.936590266283257,14.912426984240518
frijol caupí grano seco,2020,1,A,0.0,19.0,36.150000000000006,1902.6315789473688,2.720110650069156,0.0672821744716048,31.97127306004451,16.892591757252685
frijol caupí grano seco,2020,2,A,10.0,23.5,45.349000000000004,1929.744680851064,2.6685351385918104,0.06510014539852604,32.8914658459493,17.667667703696974
frijol caupí grano seco,2020,3,A,15.5,9.5,19.3,2031.578947368421,2.5,0.0423774813895781,33.01318304507825,17.14057441741253
frijol caupí grano seco,2020,6,A,0.5,6.5,12.73,1958.4615384615386,2.5677926158680284,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol caupí grano seco,2020,7,A,0.0,16.0,30.77,1923.125,2.884172895677608,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol caupí grano seco,2020,8,A,9.0,15.5,30.7,1980.6451612903227,2.5,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol caupí grano seco,2020,9,A,21.5,9.5,19.54,2056.842105263158,2.331627430910952,0.0054668615984405,27.214289666811922,10.348455904937417
frijol caupí grano seco,2020,10,A,33.0,0.5,0.95,1900.0,2.9999999999999996,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol caupí grano seco,2020,12,A,0.0,11.5,21.82,1897.391304347826,3.0105407882676443,0.008152268678215351,30.936590266283257,14.912426984240518
frijol caupí grano seco,2021,1,A,28.0,26.0,48.23,1855.0,3.7,0.0672821744716048,31.97127306004451,16.892591757252685
frijol caupí grano seco,2021,2,A,193.0,73.5,147.63,2008.5714285714284,3.0941543046806204,0.06510014539852604,32.8914658459493,17.667667703696974
frijol caupí grano seco,2021,3,A,46.0,11.5,22.508000000000003,1957.217391304348,3.291376399502399,0.0423774813895781,33.01318304507825,17.14057441741253
frijol caupí grano seco,2021,4,A,20.0,77.0,147.5,1915.5844155844154,3.4,0.00244555424990205,31.55768280174722,14.813744153904292
frijol caupí grano seco,2021,5,A,7.0,2.0,4.8,2400.0,3.1,0.0022125351157609,28.782242610184774,11.549609665921906
frijol caupí grano seco,2021,6,A,4.0,45.5,85.573,1880.7252747252744,3.200606499713695,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol caupí grano seco,2021,7,A,0.0,188.5,383.03099999999995,2031.9946949602122,3.287238891891257,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol caupí grano seco,2021,8,A,4.5,48.0,91.29,1901.8750000000002,3.5815313835031213,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol caupí grano seco,2021,9,A,24.0,18.0,34.8,1933.333333333333,4.0,0.0054668615984405,27.214289666811922,10.348455904937417
frijol caupí grano seco,2021,10,A,86.5,7.0,13.9,1985.7142857142858,2.8000000000000003,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol caupí grano seco,2021,11,A,95.0,4.0,7.83,1957.5,3.0000000000000004,0.00226729921410765,29.699171256039094,12.761856445020438
frijol caupí grano seco,2022,1,A,0.0,98.0,195.51,1994.9999999999998,3.2999999999999994,0.0672821744716048,31.97127306004451,16.892591757252685
frijol caupí grano seco,2022,2,A,2.0,39.0,82.36,2111.7948717948716,3.3325522098105878,0.06510014539852604,32.8914658459493,17.667667703696974
frijol caupí grano seco,2022,3,A,24.0,81.0,167.3,2065.4320987654323,3.1999999999999997,0.0423774813895781,33.01318304507825,17.14057441741253
frijol caupí grano seco,2022,6,A,0.0,7.0,21.6,3085.714285714286,4.0,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol caupí grano seco,2022,7,A,4.0,17.0,35.239999999999995,2072.9411764705883,4.112400681044268,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol caupí grano seco,2022,8,A,0.0,65.0,127.07000000000001,1954.923076923077,3.783591721098607,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol caupí grano seco,2022,10,A,108.5,4.0,8.51,2127.5,3.1256169212690956,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol caupí grano seco,2022,11,A,0.0,4.0,8.48,2120.0,3.2,0.00226729921410765,29.699171256039094,12.761856445020438
frijol caupí grano seco,2022,12,A,0.0,65.5,123.74,1889.1603053435113,4.0,0.008152268678215351,30.936590266283257,14.912426984240518
frijol caupí grano seco,2023,1,A,6.0,16.0,31.520000000000003,1970.0000000000002,4.0,0.0672821744716048,31.97127306004451,16.892591757252685
frijol caupí grano seco,2023,2,A,48.0,33.5,63.31999999999999,1890.1492537313432,4.499999999999999,0.06510014539852604,32.8914658459493,17.667667703696974
frijol caupí grano seco,2023,3,A,26.5,23.5,44.35,1887.2340425531916,4.404081172491545,0.0423774813895781,33.01318304507825,17.14057441741253
frijol caupí grano seco,2023,4,A,1.0,13.0,24.92,1916.923076923077,4.256219903691814,0.00244555424990205,31.55768280174722,14.813744153904292
frijol caupí grano seco,2023,5,A,0.0,45.0,172.1,3824.4444444444443,4.0,0.0022125351157609,28.782242610184774,11.549609665921906
frijol caupí grano seco,2023,6,A,0.0,10.0,19.73,1973.0,3.8976178408514954,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol caupí grano seco,2023,7,A,0.0,14.0,25.03,1787.8571428571431,3.975789053136236,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol caupí grano seco,2023,8,A,59.0,6.5,12.51,1924.6153846153845,3.8305355715427654,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol caupí grano seco,2023,11,A,18.5,5.5,10.92,1985.4545454545453,3.5,0.00226729921410765,29.699171256039094,12.761856445020438
frijol caupí grano seco,2023,12,A,0.0,73.0,155.91,2135.753424657534,4.042672054390353,0.008152268678215351,30.936590266283257,14.912426984240518
frijol grano seco,2020,1,A,0.0,11.0,18.9,1718.181818181818,5.698412698412699,0.0672821744716048,31.97127306004451,16.892591757252685
frijol grano seco,2020,7,A,18.0,13.0,25.36,1950.7692307692307,4.780757097791798,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol grano seco,2020,8,A,5.0,3.5,5.18,1480.0,5.621621621621623,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol grano seco,2020,9,A,6.0,58.0,86.5,1491.3793103448277,5.670520231213873,0.0054668615984405,27.214289666811922,10.348455904937417
frijol grano seco,2020,10,A,0.0,75.0,133.01,1773.4666666666665,5.33902714081648,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol grano seco,2020,11,A,0.0,67.0,108.18,1614.6268656716418,5.419670918838971,0.00226729921410765,29.699171256039094,12.761856445020438
frijol grano seco,2021,5,A,141.0,4.0,7.6,1900.0,5.0,0.0022125351157609,28.782242610184774,11.549609665921906
frijol grano seco,2021,6,A,144.0,11.0,22.222,2020.1818181818182,6.214157141571416,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol grano seco,2021,7,A,36.0,6.0,11.394,1899.0,5.8,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol grano seco,2021,8,A,0.0,31.0,60.1,1938.7096774193549,4.672212978369384,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol grano seco,2021,9,A,0.0,133.0,243.29500000000002,1829.2857142857144,5.135052097248196,0.0054668615984405,27.214289666811922,10.348455904937417
frijol grano seco,2021,10,A,0.0,82.0,142.0,1731.7073170731708,4.946478873239436,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol grano seco,2021,11,A,0.0,100.0,184.70999999999998,1847.0999999999997,5.59247469005468,0.00226729921410765,29.699171256039094,12.761856445020438
frijol grano seco,2021,12,A,5.0,27.0,49.377,1828.7777777777778,5.109625939202463,0.008152268678215351,30.936590266283257,14.912426984240518
frijol grano seco,2022,2,A,3.0,2.0,2.0,1000.0,4.8,0.06510014539852604,32.8914658459493,17.667667703696974
frijol grano seco,2022,6,A,78.0,5.0,8.68,1736.0,5.481566820276497,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol grano seco,2022,7,A,3.0,38.0,78.35,2061.842105263158,6.363114231014678,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol grano seco,2022,8,A,3.0,17.0,35.6,2094.1176470588234,6.0,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol grano seco,2022,9,A,2.0,10.0,17.8,1780.0,5.6494382022471905,0.0054668615984405,27.214289666811922,10.348455904937417
frijol grano seco,2022,10,A,0.0,165.0,290.2,1758.7878787878788,5.0,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol grano seco,2022,11,A,0.0,41.0,71.9,1753.6585365853662,5.0,0.00226729921410765,29.699171256039094,12.761856445020438
frijol grano seco,2022,12,A,0.0,23.0,33.5,1456.5217391304348,5.0,0.008152268678215351,30.936590266283257,14.912426984240518
frijol grano seco,2023,1,A,2.0,3.0,10.0,3333.3333333333335,5.0,0.0672821744716048,31.97127306004451,16.892591757252685
frijol grano seco,2023,2,A,8.0,1.0,1.38,1380.0,5.0,0.06510014539852604,32.8914658459493,17.667667703696974
frijol grano seco,2023,6,A,121.0,2.0,2.65,1325.0,7.000000000000001,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol grano seco,2023,7,A,50.0,5.0,8.45,1690.0,6.5,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol grano seco,2023,8,A,0.0,33.0,62.63,1897.878787878788,5.748682739901006,0.0028811690102011995,25.53867602564971,9.637504522840342
frijol grano seco,2023,9,A,1.0,203.0,360.33,1775.0246305418718,5.947542530458192,0.0054668615984405,27.214289666811922,10.348455904937417
frijol grano seco,2023,10,A,0.0,150.0,264.85,1765.6666666666667,5.967660940154805,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol grano seco,2023,11,A,2.0,57.0,103.65,1818.421052631579,5.99324650265316,0.00226729921410765,29.699171256039094,12.761856445020438
frijol grano seco,2023,12,A,0.0,3.0,5.1,1700.0,6.0,0.008152268678215351,30.936590266283257,14.912426984240518
frijol grano verde,2020,5,A,6.0,8.0,35.3,4412.5,2.5,0.0022125351157609,28.782242610184774,11.549609665921906
frijol grano verde,2020,7,A,0.0,1.0,4.08,4080.0,2.5,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol grano verde,2020,10,A,0.0,6.0,27.65,4608.333333333333,2.5,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol grano verde,2021,3,A,0.0,4.0,17.3,4325.0,2.2,0.0423774813895781,33.01318304507825,17.14057441741253
frijol grano verde,2021,10,A,0.0,2.0,10.62,5310.0,3.4999999999999996,0.0010604647354310998,28.768127396279702,11.397505622455661
frijol grano verde,2022,6,A,4.0,4.0,20.39,5097.5,3.0,0.0046049840933191505,25.625561616376636,9.91502079657103
frijol grano verde,2022,7,A,0.0,4.0,19.85,4962.5,3.2,0.0059933842761166495,24.576227965695217,9.570422931188329
frijol grano verde,2022,10,A,0.0,4.0,22.7,5675.0,3.2,0.0010604647354310998,28.768127396279702,11.397505622455661
