anio,cultivo,superficie_sembrada_ha,superficie_cosechada_ha,produccion_t,rendimiento_kg_ha,precio_chacra_soles_kg,precipitacion_mm_prom_ica,temp_max_c_prom_ica,temp_min_c_prom_ica
2022,Caña para alcohol,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Caña para alcohol,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Caña para azúcar,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Caña para azúcar,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Caña para azúcar,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Caña para azúcar,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Caña para etanol,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Caña para etanol,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Caña para etanol,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Caña para etanol,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Cañihua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Cañihua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Cañihua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Cañihua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Cebada forrajera,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Cebada forrajera,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Cebada forrajera,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
